author,link,category,publication,tokens,words,types,links,uppercase,verbs,subjuntiveimperative,nouns,adjectives,adverbs,modalverbs,personalpronouns,pluralpersonalpronouns,pronouns,pausality,characters,sentencelength,wordlength,speelingerrors,emotiveness,diversity,fake_or_true
"Ricardo Brandt, Fausto Macedo e Julia Affonso",http://politica.estadao.com.br/blogs/fausto-macedo/apos-petrobras-lava-jato-avanca-sobre-corrupcao-sistemica-e-mira-energia-e-rodovias/,politica,19 de março de 2018,2075,1838,744,0,22,221,4,556,101,62,18,0,0,95,3.43478,8783,26.6377,4.77856,0.00163221,0.209781,0.404788,1
None,https://www.diariodobrasil.org/site-de-jornalista-global-questiona-assessor-pessoal-de-dilma-e-o-dono-do-estadio-beira-rio/,tv_celebridades,16/12/2016,180,156,93,1,0,23,0,54,6,4,2,0,0,7,2.0,756,13.0,4.84615,0.00641026,0.12987,0.596154,0
Por G1,https://g1.globo.com/resumo-do-dia/noticia/quinta-feira-23-de-marco-de-2017.ghtml,tv_celebridades,23/03/2017 18h43,715,642,379,None,12,107,5,186,31,21,18,0,0,29,2.02778,3136,17.8333,4.88474,0.00155763,0.177474,0.590343,1
None,https://www.diariodobrasil.org/primeira-entrevista-de-alan-ruschel-emociona-o-brasil-e-chega-a-doer-na-gente-forca-garoto-estamos-com-voce/,tv_celebridades,17/12/2016,90,77,58,0,0,11,0,23,6,3,1,0,0,8,2.16667,359,12.8333,4.66234,0.0,0.264706,0.753247,0
Por G1,https://g1.globo.com/mundo/noticia/relatorio-aponta-finlandia-como-pais-mais-feliz-do-mundo-enquanto-brasil-fica-na-28-posicao.ghtml,tv_celebridades,14/03/2018 15h38,630,504,264,0,0,54,0,159,23,14,3,0,0,20,4.06452,2382,16.2581,4.72619,0.00198413,0.173709,0.52381,1
None,https://www.diariodobrasil.org/em-video-doria-reforca-promessa-a-lula-sou-uma-pessoa-educada-vou-visita-lo-em-curitiba-e-levarei-chocolates/,politica,17/12/2016,110,93,64,0,1,18,2,29,4,0,3,0,0,4,2.42857,399,13.2857,4.29032,0.0107527,0.0851064,0.688172,0
Por G1,https://g1.globo.com/resumo-do-dia/noticia/terca-feira-14-de-fevereiro-de-2017a.ghtml,politica,14/02/2017 18h36,588,535,341,0,9,90,3,160,26,13,18,0,0,17,1.39474,2477,14.0789,4.62991,0.00186916,0.156,0.637383,1
None,https://www.diariodobrasil.org/lula-e-penta/,politica,15/12/2016,97,81,74,0,0,16,0,25,2,3,4,0,0,3,1.6,399,8.1,4.92593,0.0,0.121951,0.91358,0
"Fábio Fabrini, de Brasília, e Fausto Macedo",http://politica.estadao.com.br/blogs/fausto-macedo/justica-intima-lula-como-testemunha-de-lobista-preso/,politica,04 de janeiro de 2016,834,735,363,None,15,120,6,210,36,24,15,0,0,37,2.67568,3592,19.8649,4.88707,0.00136054,0.181818,0.493878,1
None,https://www.diariodobrasil.org/wyllys-diz-que-esta-sendo-punido-por-ser-homossexual-nao-jean-voce-esta-sendo-punido-porque-e-porco-e-nao-teve-decoro/,politica,14/12/2016,181,158,91,0,4,33,0,41,9,10,11,0,0,6,2.55556,720,17.5556,4.55696,0.0,0.256757,0.575949,0
Por BBC,https://g1.globo.com/pop-arte/musica/noticia/pabllo-vittar-quer-mirar-publico-adolescente-em-2018-e-diz-nao-temer-criticas.ghtml,politica,12/01/2018 11h19,1353,1158,548,0,8,205,11,293,58,68,22,1,2,97,3.25,5239,19.3,4.52418,0.0129534,0.253012,0.47323,1
None,https://www.diariodobrasil.org/senador-romero-caju-subestima-a-inteligencia-do-povo-e-diz-que-esquema-da-odebrecht-e-uma-armacao/,politica,15/12/2016,373,314,194,0,14,47,5,103,10,15,2,1,0,14,2.26923,1559,12.0769,4.96497,0.0,0.166667,0.617834,0
"Andreza Matais e Beatriz Bulla, de Brasília",http://politica.estadao.com.br/blogs/fausto-macedo/renan-pediu-expressamente-para-verificar-se-a-empresa-poderia-contribuir-diz-delator/,politica,10 de dezembro de 2016,1785,1597,609,0,12,228,9,440,50,72,37,11,2,107,2.89231,7965,24.5692,4.98748,0.00187852,0.182635,0.38134,1
None,https://www.diariodobrasil.org/o-mito-aos-86-anos-apresentador-surpreende-silvio-parou-seu-carro-e-deu-carona-para-um-fa/,tv_celebridades,15/12/2016,77,67,51,0,3,12,0,23,4,1,1,0,0,4,1.66667,321,11.1667,4.79104,0.0,0.142857,0.761194,0
"Por Juliana Peixoto, G1 Grande Minas",https://g1.globo.com/mg/grande-minas/eobicho/noticia/e-possivel-trabalhar-fora-e-deixar-seu-pet-sozinho-e-bem-crie-ambientes-desafiadores-em-qualquer-espaco.ghtml,tv_celebridades,07/11/2017 18h01,983,843,410,0,0,185,36,202,60,53,11,6,1,80,2.85714,4002,17.2041,4.74733,0.0154211,0.29199,0.486358,1
None,https://www.diariodobrasil.org/mendes-perde-a-cabeca-e-bate-boca-com-fux-no-tse/,politica,15/12/2016,28,24,24,0,1,7,0,7,0,2,0,0,0,1,1.33333,99,8.0,4.125,0.0,0.142857,1.0,0
Por G1 Ribeirão e Franca,https://g1.globo.com/sp/ribeirao-preto-franca/noticia/pats-e-empresas-oferecem-vagas-de-emprego-em-10-cidades-da-regiao-de-ribeirao-preto.ghtml,politica,20/11/2017 06h01,808,700,259,0,25,79,1,268,16,4,13,0,0,11,1.54286,3303,10.0,4.71857,0.0385714,0.0576369,0.37,1
None,https://www.diariodobrasil.org/temer-tenta-acelerar-lava-jato-e-recebe-resposta-da-pgr-temos-nosso-proprio-tempo-nao-dependemos-de-politica/,politica,14/12/2016,178,153,113,0,5,29,4,45,10,8,4,0,1,17,2.27273,801,13.9091,5.23529,0.0,0.243243,0.738562,0
"Por G1, Brasília",https://g1.globo.com/politica/noticia/supremo-deve-divulgar-nesta-sexta-conteudo-das-delacoes-dos-donos-da-jbs.ghtml,politica,19/05/2017 05h00,926,807,388,0,12,124,13,237,23,38,19,1,0,40,3.83871,4025,26.0323,4.98761,0.0,0.168975,0.480793,1
None,https://www.diariodobrasil.org/senadores-tentam-barrar-urgencia-na-votacao-da-lei-de-abuso-de-autoridade-renan-vai-perder-mais-uma/,politica,14/12/2016,119,107,67,0,0,18,0,37,2,4,2,0,0,2,1.5,537,13.375,5.01869,0.0,0.109091,0.626168,0
"Por Vivian Reis, G1 SP, São Paulo",https://g1.globo.com/sp/sao-paulo/noticia/prefeitura-e-usp-discutem-implementacao-de-hidrovias-nos-reservatorios-da-zona-sul-de-sp.ghtml,politica,11/03/2018 07h53,924,814,374,0,13,80,3,249,42,36,13,0,0,18,3.54839,4188,26.2581,5.14496,0.0,0.237082,0.459459,1
None,https://www.diariodobrasil.org/tse-tem-provas-suficientes-para-cassar-michel-temer-novo-presidente-pode-ser-eleito-por-voto-indireto14/,politica,14/12/2016,148,132,95,0,5,25,2,41,13,4,7,0,0,3,1.77778,667,14.6667,5.05303,0.0,0.257576,0.719697,0
"Por Bernardo Caram, G1, Brasília",https://g1.globo.com/politica/noticia/cassar-mandato-de-presidente-gera-instabilidade-diz-maia-sobre-tse.ghtml,politica,29/03/2017 16h06,444,388,197,0,9,64,3,126,15,9,6,1,0,17,3.11111,1875,21.5556,4.83247,0.0,0.126316,0.507732,1
None,https://www.diariodobrasil.org/padilha-sera-a-setima-baixa-no-governo-temer-citado-45-vezes-na-lava-jato-ele-vai-se-afastar-por-licenca-medica/,politica,14/12/2016,234,176,144,0,1,17,0,77,1,7,1,0,0,8,5.27273,919,16.0,5.22159,0.0,0.0851064,0.818182,0
,https://g1.globo.com/politica/operacao-lava-jato/noticia/delacao-da-odebrecht-bruno-araujo-e-suspeito-de-lavagem-de-dinheiro-e-corrupcao-passiva-e-ativa.ghtml,politica,11/04/2017,569,499,246,None,3,59,2,148,35,20,8,0,0,22,2.69231,2540,19.1923,5.09018,0.0,0.2657,0.492986,1
None,https://www.diariodobrasil.org/urgente-lavagem-de-dinheiro-no-instituto-lula-ex-presidente-acaba-de-ser-indiciado-pela-pf/,politica,12/12/2016,85,79,64,1,4,12,0,27,2,1,5,0,0,3,1.0,381,13.1667,4.82278,0.0,0.0769231,0.810127,0
Por G1 Ribeirão e Franca,https://g1.globo.com/sp/ribeirao-preto-franca/noticia/ex-presidente-da-camara-de-ribeirao-preto-volta-a-presidio-apos-cirurgia-no-nariz.ghtml,politica,06/11/2017 11h41,568,515,262,None,8,71,1,161,19,16,11,0,0,9,2.30435,2598,22.3913,5.04466,0.0,0.150862,0.508738,1
None,https://www.diariodobrasil.org/urgente-renan-abre-votacao-para-o-pl-280-abuso-de-autoridade-assista-ao-vivo/,politica,14/12/2016,30,23,19,0,1,5,2,6,1,2,0,0,0,2,1.75,103,5.75,4.47826,0.0,0.272727,0.826087,0
Por G1 Piracicaba e região,https://g1.globo.com/sp/piracicaba-regiao/noticia/juizes-e-promotores-de-piracicaba-fazem-manifestacao-contra-projeto-de-lei-sobre-abuso-de-autoridade.ghtml,politica,25/04/2017 14h39,243,215,131,0,2,28,0,77,7,2,8,0,0,9,2.54545,1080,19.5455,5.02326,0.0,0.0857143,0.609302,1
None,https://www.diariodobrasil.org/alexandre-garcia-sobre-renan-calheiros-pobre-estado-brasileiro-podre-e-uma-republica-de-bananas/,tv_celebridades,14/12/2016,61,48,38,0,1,5,1,16,6,1,0,0,0,1,2.6,235,9.6,4.89583,0.0,0.333333,0.791667,0
"Por Luiza Garonce, G1 DF",https://g1.globo.com/distrito-federal/noticia/filme-arabia-mostra-forca-da-vida-pacata-no-50-festival-de-cinema-de-brasilia.ghtml,tv_celebridades,23/09/2017 06h20,1301,1112,534,None,4,139,4,339,78,35,22,0,0,62,3.63462,5455,21.3846,4.90558,0.00359712,0.236402,0.480216,1
None,https://www.diariodobrasil.org/terreno-do-instituto-lula-foi-comprado-com-dinheiro-de-propina-lula-vai-fugir-do-pais/,tv_celebridades,13/12/2016,168,149,108,0,2,21,2,47,3,8,7,0,0,6,2.11111,695,16.5556,4.66443,0.0,0.161765,0.724832,0
"Ricardo Brandt, Julia Affonso, Luiz Vassalo e Fausto Macedo",http://politica.estadao.com.br/blogs/fausto-macedo/proposta-de-delacao-de-palocci-tem-50-anexos-tematicos/,tv_celebridades,15 de setembro de 2017,1373,1214,527,0,31,156,7,407,33,28,9,0,0,46,3.45652,5780,26.3913,4.76112,0.000823723,0.108348,0.434102,1
None,https://www.diariodobrasil.org/pec-do-teto-ao-vivo-comeca-o-quebra-pau-no-senado/,politica,13/12/2016,41,37,29,0,2,6,1,13,2,1,0,0,0,0,1.0,141,9.25,3.81081,0.0,0.157895,0.783784,0
"Por Livia Machado, G1 São Paulo, São Paulo",https://g1.globo.com/sao-paulo/noticia/movimentos-sociais-protestam-contra-pec-do-teto-na-av-paulista.ghtml,politica,27/11/2016 15h34,740,641,357,0,12,92,2,199,25,27,15,0,0,22,2.91176,3116,18.8529,4.86115,0.0,0.178694,0.556942,1
None,https://www.diariodobrasil.org/moro-pede-remanejamento-de-presos-novos-corruptos-poderao-ser-presos-ate-o-fim-de-semana/,politica,13/12/2016,141,119,93,0,8,23,0,36,7,1,5,1,0,5,2.44444,570,13.2222,4.78992,0.0,0.135593,0.781513,0
"Ricardo Brandt, enviado especial a Porto Alegre, e Julia Affonso",http://politica.estadao.com.br/blogs/fausto-macedo/mpf-sustenta-que-defesa-de-lula-faz-interpretacao-equivocada-de-sentenca-de-moro/,politica,18 de janeiro de 2018,1376,1221,478,None,18,163,10,375,66,35,23,0,0,53,4.84375,6041,38.1562,4.94758,0.0,0.187732,0.391482,1
None,https://www.diariodobrasil.org/a-inteligencia-emocional-falou-mais-alto-que-o-q-i-veja-a-resposta-de-marrone-para-a-grosseria-de-jo-soares/,tv_celebridades,13/12/2016,305,254,147,0,4,49,1,61,11,23,4,2,0,25,2.125,1083,10.5833,4.26378,0.0,0.309091,0.57874,0
"Roberta Pennafort/RIO, O Estado de S.Paulo","http://cultura.estadao.com.br/noticias/musica,tem-que-chegar-devagar-diz-roberto-carlos-sobre-assedio-a-mulheres,70002174581",tv_celebridades,01 de fevereiro de 2018,1513,1254,613,0,4,231,3,320,52,81,26,7,2,110,3.59722,5511,17.4167,4.39474,0.0015949,0.241379,0.488836,1
None,https://www.diariodobrasil.org/colunista-do-globo-diz-que-delatores-da-odebrecht-estao-sofrendo-ameacas-de-morte/,tv_celebridades,13/12/2016,89,78,63,0,1,14,0,21,6,1,5,0,0,6,1.22222,393,8.66667,5.03846,0.0,0.2,0.807692,0
Por G1 Itapetininga e Região,https://g1.globo.com/sp/itapetininga-regiao/noticia/caso-emanuelly-escola-denunciou-agressoes-em-crianca-que-teria-sido-morta-pelos-pais-em-itapetininga.ghtml,tv_celebridades,07/03/2018 07h00,1708,1494,555,0,9,258,4,400,34,68,45,1,0,67,2.93151,7115,20.4658,4.76238,0.000669344,0.155015,0.371486,1
None,https://www.diariodobrasil.org/calheiros-extrapola-todos-os-limites-e-tenta-acabar-com-o-ministerio-publico/,politica,13/12/2016,188,163,110,0,2,26,0,50,8,3,4,0,0,11,2.27273,798,14.8182,4.89571,0.0,0.144737,0.674847,0
Gianpaolo Smanio*,http://politica.estadao.com.br/blogs/fausto-macedo/mp-forte-mp-do-futuro/,politica,26 de março de 2018,1026,922,462,0,15,97,3,283,61,31,6,0,1,35,2.66667,4876,23.641,5.2885,0.0,0.242105,0.501085,1
None,https://www.diariodobrasil.org/os-principais-beneficiarios-de-repasses-da-odebrecht-e-seus-respectivos-codinomes-partes-45-e-6/,politica,10/12/2016,423,332,179,1,68,37,2,107,4,5,7,0,0,7,2.39474,1490,8.73684,4.48795,0.0060241,0.0625,0.539157,0
"Breno Pires, de Brasília, e Alexandre Hisayasu",http://politica.estadao.com.br/blogs/fausto-macedo/exclusivo-r-800-mil-para-prosador-r-580-mil-para-aleluia-r-200-mil-para-feia/,politica,11 de abril de 2017,1017,841,319,0,13,87,2,234,22,8,12,0,1,11,4.88889,4294,23.3611,5.10583,0.0,0.0934579,0.37931,1
None,https://www.diariodobrasil.org/roberto-carlos-e-jo-soares-chorando-juntos-em-uma-cancao-o-brasil-se-emocionou-com-eles/,tv_celebridades,10/12/2016,57,51,39,0,1,9,1,16,2,1,0,0,0,7,1.0,225,8.5,4.41176,0.0,0.12,0.764706,0
"Por Ingo Müller, G1 PA",https://g1.globo.com/pa/para/noticia/freud-e-salvador-dali-se-encontram-no-palco-do-theatro-da-paz-em-belem.ghtml,tv_celebridades,23/06/2017 11h00,557,477,265,0,0,82,6,126,18,28,8,4,3,49,3.63636,2153,21.6818,4.51363,0.0,0.221154,0.555556,1
None,https://www.diariodobrasil.org/michel-temer-aparece-na-planilha-da-odebrecht-com-o-codinome-sem-medo09/,politica,09/12/2016,305,257,143,2,9,35,0,80,9,12,6,0,0,6,4.36364,1239,23.3636,4.82101,0.00389105,0.182609,0.55642,0
Por G1. com informação do Jornal Hoje,https://g1.globo.com/politica/operacao-lava-jato/noticia/delacao-de-ex-diretor-da-odebrecht-atinge-temer-e-cupula-do-pmdb.ghtml,politica,10/12/2016 13h28,1066,929,386,0,2,142,4,270,34,36,14,3,0,50,3.2619,4728,22.119,5.08934,0.00215285,0.169903,0.415501,1
None,https://www.diariodobrasil.org/marina-quer-novas-eleicoes-de-4-em-4-anos-ela-aparece-para-ajudar-lula-a-rede-e-pt45/,politica,12/12/2016,288,237,142,0,7,48,1,67,17,11,3,0,0,14,3.1875,1052,14.8125,4.43882,0.00843882,0.243478,0.599156,0
"Pedro Venceslau e Gilberto Amendola, O Estado de S.Paulo","http://politica.estadao.com.br/noticias/geral,o-mercado-quer-um-candidato-de-direita-nao-de-centro-diz-flavio-rocha,70002197504",politica,21 de fevereiro de 2018,1167,1026,446,None,2,192,6,264,85,53,26,1,3,74,2.13636,4955,15.5455,4.82943,0.000974659,0.302632,0.434698,1
None,https://www.diariodobrasil.org/tragicomico-deputado-se-irrita-ao-ser-identificado-como-todo-feio-e-chama-delator-de-todo-mentiroso/,politica,11/12/2016,204,166,113,0,2,30,3,46,7,5,4,2,0,10,2.71429,788,11.8571,4.74699,0.0,0.157895,0.680723,0
"Por G1 PR, Curitiba",https://g1.globo.com/pr/parana/noticia/palocci-presta-duas-horas-de-depoimento-ao-juiz-sergio-moro.ghtml,politica,20/04/2017 12h43,2310,1979,738,0,7,345,10,529,55,105,48,30,1,146,2.648,9656,15.832,4.87923,0.00151592,0.183066,0.372916,1
None,https://www.diariodobrasil.org/justica-e-denunciado-por-lavagem-de-dinheiro-e-corrupcao-passiva-pgr-quer-a-perda-da-funcao-publica-do-senador/,politica,12/12/2016,156,127,86,0,6,18,0,44,7,7,2,0,0,3,2.63636,609,11.5455,4.79528,0.0,0.225806,0.677165,0
"Breno Pires e Beatriz Bulla, de Brasília, e Luiz Vassallo, de São Paulo",http://politica.estadao.com.br/blogs/fausto-macedo/janot-denuncia-lobao-jader-renan-juca-raupp-e-sarney-por-quadrilhao-do-pmdb/,politica,08 de setembro de 2017,1864,1634,735,0,31,214,5,463,105,65,24,6,1,108,3.83333,8374,27.2333,5.12485,0.000611995,0.251108,0.449816,1
None,https://www.diariodobrasil.org/general-que-chamou-brasileiros-de-malucos-deu-um-tiro-no-pe-ele-sera-o-primeiro-a-cair-depois-que-temer-renunciar/,politica,12/12/2016,300,262,158,0,3,43,1,69,11,12,6,0,0,19,2.0,1236,13.7895,4.71756,0.0,0.205357,0.603053,0
José Fucs,http://politica.estadao.com.br/blogs/blog-do-fucs/em-2018-e-pouco-provavel-que-a-direita-obtenha-um-resultado-vigoroso-diz-cientista-politico/,politica,04 de janeiro de 2018,3085,2721,953,0,3,464,24,677,196,191,95,7,1,258,3.16522,13578,23.6609,4.99008,0.00367512,0.339176,0.350239,1
None,https://www.diariodobrasil.org/advogado-de-lula-tenta-tumultuar-audiencia-e-toma-catracada-de-sergio-moro-o-senhor-respeite-o-juizo14/,tv_celebridades,12/12/2016,22,17,16,0,0,4,1,6,0,0,0,0,0,0,1.66667,84,5.66667,4.94118,0.0588235,0.0,0.941176,0
"Roberto Godoy, O Estado de S.Paulo","http://economia.estadao.com.br/noticias/negocios,embraer-negocia-venda-de-5-jatos-kc-390,70001834093",tv_celebridades,10 de junho de 2017,722,650,355,None,11,76,0,214,43,17,11,0,0,13,2.05714,3178,18.5714,4.88923,0.00153846,0.206897,0.546154,1
None,https://www.diariodobrasil.org/governador-de-mg-e-flagrado-comprando-cuecas-de-luxo-em-shopping-de-sp-faliu-minas-e-vem-gastar-dinheiro-aqui/,tv_celebridades,09/12/2016,95,75,55,0,2,16,0,22,3,5,5,0,0,5,5.0,340,18.75,4.53333,0.0,0.210526,0.733333,0
Por G1 PA,https://g1.globo.com/pa/para/enem-para/2017/noticia/na-duvida-de-que-curso-escolher-apos-o-enem-especialistas-dao-dicas-de-areas-promissoras.ghtml,tv_celebridades,07/11/2017 12h00,3205,2783,985,None,25,310,17,985,287,79,23,0,0,125,2.72258,15875,17.9548,5.70428,0.00503054,0.282625,0.353935,1
None,https://www.diariodobrasil.org/os-principais-beneficiarios-de-repasses-da-odebrecht-e-seus-respectivos-codinomes-parte-3/,politica,10/12/2016,176,149,98,0,15,20,1,44,5,4,7,0,0,4,2.45455,675,13.5455,4.5302,0.0,0.140625,0.657718,0
Luiz Vassallo e Julia Affonso,http://politica.estadao.com.br/blogs/fausto-macedo/primeiro-na-linha-sucessoria-de-temer-maia-e-investigado-no-supremo/,politica,07 de julho de 2017,729,620,302,0,14,80,4,195,24,10,16,1,0,25,5.45,2993,31.0,4.82742,0.0,0.123636,0.487097,1
None,https://www.diariodobrasil.org/os-principais-beneficiarios-de-repasses-da-odebrecht-e-seus-respectivos-codinomes-parte-1/,politica,10/12/2016,215,175,119,0,14,24,4,56,6,4,2,0,0,11,2.35294,913,10.2941,5.21714,0.0,0.125,0.68,0
Ricardo Brandt e Julia Affonso,http://politica.estadao.com.br/blogs/fausto-macedo/pf-questiona-veracidade-de-depoimento-no-caso-odebrecht/,politica,03 de agosto de 2017,2165,1928,745,None,28,266,7,589,87,47,37,1,0,94,3.70312,10061,30.125,5.21836,0.00155602,0.156725,0.386411,1
None,https://www.diariodobrasil.org/fim-da-linha-odebrecht-coloca-a-empresa-em-primeiro-lugar-e-da-adeus-a-lula-tchau-papudo/,politica,10/12/2016,112,98,77,0,2,17,1,27,8,5,4,0,0,2,1.55556,546,10.8889,5.57143,0.0,0.295455,0.785714,0
"Por Will Soares, G1 São Paulo",https://g1.globo.com/sao-paulo/noticia/lista-de-fachin-tem-mais-de-20-prefeitos-e-ex-prefeitos-de-sao-paulo.ghtml,politica,13/04/2017 12h15,2212,1914,711,None,11,297,11,527,68,96,53,1,0,112,3.17021,9466,20.3617,4.94566,0.0015674,0.199029,0.371473,1
None,https://www.diariodobrasil.org/os-principais-beneficiarios-de-repasses-da-odebrecht-e-seus-respectivos-codinomes-parte-2/,politica,10/12/2016,111,97,75,0,10,10,1,35,6,1,0,0,0,5,2.33333,493,16.1667,5.08247,0.0,0.155556,0.773196,0
"Por Renan Ramalho, G1, Brasília",https://g1.globo.com/politica/noticia/entenda-a-denuncia-contra-temer-por-organizacao-criminosa-e-obstrucao-de-justica.ghtml,politica,24/10/2017 05h00,944,817,382,None,15,109,7,262,33,28,22,0,0,31,4.37931,3943,28.1724,4.82619,0.0,0.16442,0.467564,1
None,https://www.diariodobrasil.org/quem-e-o-cidadao-que-telefonou-para-o-juiz-sergio-moro-e-disse-cuidado-voce-nao-e-deus08/,politica,08/12/2016,215,180,115,0,1,39,2,47,3,9,4,3,0,18,2.33333,788,12.0,4.37778,0.0,0.139535,0.638889,0
Por Deutsche Welle,https://g1.globo.com/mundo/noticia/sucesso-da-afd-e-comparavel-a-ascensao-dos-nazistas-diz-historiador.ghtml,politica,28/09/2017 15h59,1574,1364,578,None,3,216,15,349,97,102,31,6,1,106,2.625,6704,17.05,4.91496,0.00513197,0.352212,0.423754,1
None,https://www.diariodobrasil.org/briga-sem-fim-jornalista-ataca-zeze-di-camargo-no-twitter-ele-traiu-a-atual-namorada-e-ainda-quebrou-o-bilau/,tv_celebridades,08/12/2016,142,116,92,1,4,20,3,32,3,11,2,0,0,3,2.88889,522,12.8889,4.5,0.00862069,0.269231,0.793103,0
"Por Marília Marques, G1 DF",https://g1.globo.com/df/distrito-federal/noticia/lixao-da-estrutural-o-que-mudou-um-mes-apos-fechamento-de-deposito.ghtml,tv_celebridades,20/02/2018 05h00,987,833,407,None,16,138,8,229,34,55,24,0,0,30,3.5,3971,18.9318,4.76711,0.0,0.242507,0.488595,1
None,https://www.diariodobrasil.org/acabou-por-6-votos-a-3-stf-decide-que-renan-calheiros-continua-na-presidencia-do-senado/,politica,07/12/2016,139,119,83,0,5,20,2,39,0,4,1,0,0,4,2.85714,587,17.0,4.93277,0.0,0.0677966,0.697479,0
"Por G1, Brasília",https://g1.globo.com/politica/noticia/oab-pede-afastamento-imediato-de-renan-da-presidencia-do-senado.ghtml,politica,02/12/2016 10h32,1019,898,346,0,18,129,12,259,36,43,12,0,0,50,3.55882,4430,26.4118,4.93318,0.00111359,0.203608,0.385301,1
None,https://www.diariodobrasil.org/pf-investiga-ex-ministro-petista-suspeito-de-desviar-r-102-milhoes-e-encontra-emails-enviados-para-toffoli/,politica,07/12/2016,125,115,73,1,6,17,0,39,4,1,2,0,0,2,1.42857,552,16.4286,4.8,0.0173913,0.0892857,0.634783,0
Por G1 Tocantins,https://g1.globo.com/to/tocantins/noticia/hackers-acessavam-dados-de-vitimas-instalando-virus-enviados-por-e-mail-em-nome-de-instituicoes-diz-delegado.ghtml,politica,21/03/2018 12h02,1077,942,421,None,4,162,2,285,42,25,28,0,0,51,2.36842,4716,16.5263,5.00637,0.00212314,0.149888,0.446921,1
None,https://www.diariodobrasil.org/um-cara-de-sorte-investigacao-da-pf-descobre-que-filho-de-lula-recebeu-r-10-milhoes12/,politica,09/12/2016,168,148,100,0,7,20,0,45,5,7,3,0,0,3,2.5,755,18.5,5.10135,0.0,0.184615,0.675676,0
"Por Victor Ferreira e Léo Arcoverde, GloboNews, São Paulo",https://g1.globo.com/sp/sao-paulo/noticia/empresa-de-consorcio-da-ppp-da-iluminacao-de-sp-e-acusada-de-desvio-de-r-100-milhoes-no-amazonas.ghtml,politica,28/03/2018 22h59,558,496,235,None,15,57,5,158,14,14,7,0,1,24,2.48,2408,19.84,4.85484,0.00201613,0.130233,0.47379,1
None,https://www.diariodobrasil.org/crueldade-homem-estaciona-caminhonete-e-arremessa-cao-por-cima-de-muro-como-se-fosse-uma-carga/,sociedade_cotidiano,09/12/2016,193,171,119,0,3,27,3,52,6,4,1,0,0,9,1.83333,777,14.25,4.54386,0.0,0.126582,0.695906,0
Por G1,https://g1.globo.com/resumo-do-dia/noticia/terca-feira-16-de-maio-de-2017.ghtml,sociedade_cotidiano,16/05/2017 19h52,821,743,439,None,5,111,7,223,39,24,12,0,0,34,2.0,3635,19.0513,4.89233,0.00134589,0.188623,0.590848,1
None,https://www.diariodobrasil.org/de-acordo-com-o-artigo-330-do-cod-penal-ministro-marco-aurelio-pode-mandar-prender-renan-por-ate-15-dias23/,politica,06/12/2016,128,112,79,0,0,20,0,32,11,4,4,0,0,4,1.77778,515,12.4444,4.59821,0.00892857,0.288462,0.705357,0
"Por Renan Ramalho e Fernanda Calgaro, G1, Brasília",https://g1.globo.com/politica/noticia/marco-aurelio-mello-ironiza-ataques-de-renan-nao-me-chamou-de-juizeco.ghtml,politica,07/12/2016 16h06,565,490,242,0,2,61,4,160,26,10,4,0,0,16,3.57143,2520,23.3333,5.14286,0.00204082,0.162896,0.493878,1
